,Text,Author
2807,“How’s yer brother Charlie?” Hagrid asked Ron. “I liked him a lot—great with animals.”,JR
5188,"smell of blood. The haggard, pale face of a boy slides into view, and after an initial jolt of",SC
85,"could upset me today! Rejoice, for You-Know-Who has gone at last! Even Muggles like yourself",JR
156,"He was wearing long robes, a purple cloak that swept the ground, and high heeled, buckled",JR
5683,very important work.,SC
1945,"At dawn, I lie in bed for a while, watching the sun come up on a beautiful morning. It’s",SC
2076,"They had a good time eating the Every Flavor Beans. Harry got toast, coconut, baked bean,",JR
5390,her temper.,JR
1307,"but that’s untrue, too. I’ve heard they have some sort of machine in District 1 that can turn",SC
999,"Peeta and I don’t question this. The Hunger Games aren’t a beauty contest, but the best-",SC
739,child’s high-pitched warble to a man’s deep tones. And they could re-create songs. Not just a,SC
3486,"Did they die from the stings? Certainly if they lived, their last days must have been as horrid",SC
3094,"minute’s up. I know it’s time to move on, but the smoke has clouded my thoughts. The swift-",SC
4646,up at the sound of his boots at the door. The way she almost stopped living when he died.,SC
3164,have tipped him off.”,JR
4785,"knife slit his throat before he knew what had happened. Momentarily, I’d felt a pang at killing",SC
5567,"overflowing stream below us. A full, beautiful moon emerges, and even without the glasses I",SC
5098,"“You don’t think they’ve been hurt, do you?” whispered Hermione.",JR
3888,"exactly protects the supplies. In fact, I’m just about to reveal myself when a movement",SC
4328,"tributes are out there beating one another senseless. Which would be fine, Ever since the",SC
3023,"mouth, but he’d forgotten all about it.",JR
5319,"I fumble. I’m not as smooth with words as Peeta. And while I was talking, the idea of actually",SC
4270,"Sometimes when things are particularly bad, my brain will give me a happy dream. A visit",SC
4163,As if it’s me who’s dying instead of Rue.,SC
2092,"turn him yellow yesterday to make him more interesting, but the spell didn’t work. I’ll show",JR
1766,“Platform what?”,JR
5510,"“He can’t be,” I say.",SC
2068,"finally tore his eyes away from the druidess Cliodna, who was scratching her nose, to open a",JR
5157,turn back for an instant. Thresh and both large backpacks are vanishing over the edge of the,SC
1385,"Doris Crockford shook Harry’s hand one last time, and Hagrid led them through the bar and",JR
4799,"You don’t haggle with Rooba. She gives you one price, which you can take or leave, but it’s a",SC
330,the very last place you would expect astonishing things to happen. Harry Potter rolled over,JR
801,"“That does it,” said Uncle Vernon, trying to speak calmly but pulling great tufts out of his",JR
1680,"The exceptions are the kids from the wealthier districts, the volunteers, the ones who have",SC
5471,"disadvantage because most mentors have a partner, another victor to help them whereas",SC
5892,quickly carried off by the breeze. I can’t help looking up in the tree where Rue secretly,SC
2804,“But he seemed to really hateme.”,JR
5171,"“Harry Potter, do you know what unicorn blood is used for?”",JR
3205,"few black marks, it’s relatively unscathed. My jacket’s another matter. Stinking and scorched,",SC
1773,"“Why are you going to London?” Harry asked, trying to keep things friendly.",JR
6615,"“It’s my fault,” I say. “Because I used that tourniquet.”",SC
2311,A few people nodded mutely.,JR
5408,he’ll leave you and your families alone if Gryffindor wins the house cup? If I get caught before,JR
246,"I’d be here, by the way?”",JR
3375,"were up in the air, Wood throwing the golf balls as hard as he could in every direction for",JR
6435,“Don’t have to. He’s already there.”,SC
2790,"started licking his ears. Like Hagrid, Fang was clearly not as fierce as he looked.",JR
6239,And now I know. It’s because you have no choice.,SC
1719,"“It’s lovely. If only you could frost someone to death,” I say.",SC
2814,Gringotts goblins today insisted that nothing had been taken. The vault that was searched had,JR
2655,"Hogwarts,” she said. “Anyone messing around in my class will leave and not come back. You",JR
3721,"“Kept outta trouble, though, that’s somethin’,” said Hagrid, raising his binoculars and peering",JR
5594,"reached the door untouched. He pulled the handle, but it was locked.",JR
5539,"And Harry let go. Cold, damp air rushed past him as he fell down, down, down and—",JR
5268,Harry was rubbing his forehead.,JR
3689,"Flint, a sixth year. Harry thought Flint looked as if he had some troll blood in him. Out of the",JR
5018,"I move as fast as I dare. The glasses are quite remarkable, but I still sorely miss having the",SC
1058,not knowin’.”,JR
2133,Effie and Haymitch are over. This day belongs to Cinna. He’s my last hope. Maybe he can,SC
5040,"They walked more slowly, ears straining for the faintest sound. Suddenly, in a clearing ahead,",JR
6506,"blowing up supplies — until I go hunting for Rue. They play her death in full, the spearing, my",SC
198,"You-Know-Who seems to have disappeared at last, the Muggles found out about us all. I",JR
3076,"are the rest of us, probably spread far and thin across the arena. This fire is designed to flush",SC
6178,"be one of us. Please, take it. For me.” And he goes on about how he loves me, what life would",SC
5883,“See what I have become?” the face said. “Mere shadow and vapor… I have form only when I,JR
3047,"only—no contact. What’s the matter? Never heard of a wizard’s duel before, I suppose?”",JR
6273,breakfast that last morning in the arena. There’s usually a lag of a few days between the end,SC
5910,them like brightly colored balls. I open my mouth and sing out Rue’s four-note run. I can feel,SC
529,"hunting jacket tightly about me, and walked swiftly away. The heat of the bread burned into",SC
2634,"I hear his instructions in my head. “Just clear out, put as much distance as you can between",SC
4348,"the next catastrophe drives us back together. If it’s going to be tonight, I want to get some",SC
2551,Now the Gamemakers will always be able to trace my whereabouts in the arena. Wouldn’t,SC
2173,"Weasleys have red hair, freckles, and more children than they can afford.”",JR
3565,the ones my mother uses. “Where’d you find those?”,SC
4342,"“Reallybreak your leg,” said Ron.",JR
5192,“Not sure. I woke up yesterday evening and you were lying next to me in a very scary pool of,SC
6675,"“I didn’t know there was anything to get right,” says Peeta. “So, what you’re saying is, these",SC
6508,breath in my arms. And the song. I get to sing every note of the song. Something inside me,SC
4800,Then a sudden movement ahead of them made them almost drop the crate. Forgetting that,JR
3991,Ron was fascinated by the fifty pence.,JR
6494,"though, because it supports the whole crazy-in-love thing that’s my defense for defying the",SC
932,"for a moment, what it must be like inside that woman’s head. What thoughts fill her waking",SC
5255,"“I’m good and rested, thanks to you and Haymitch. Besides, who knows how long this will",SC
4845,“I would never have believed it of any of you. Mr. Filch says you were up in the astronomy,JR
1442,heard. Peeta looks at me expectantly.,SC
4137,"leaned against the wall, breathing deeply, listening to their footsteps dying away. That had",JR
4216,“I am—I’m wearing the badge like Bill used to—and I’m holding the house cup and the,JR
2196,"“What hasbeen going on?” she said, looking at the sweets all over the floor and Ron picking",JR
4952,21,SC
6584,presents itself. He and Peeta already have the rapport they established that night of the first,SC
6101,own form of escape. But the adrenaline pumping through my body would never allow me to,SC
5373,forever start?”,SC
1644,It’s such a joke! Peeta and I going along pretending to be friends! Talking up each other’s,SC
1604,"didn’t mean me, she meant you!” bursts out Peeta.",SC
5990,"reason not to, in which case I beg you’ll forgive me. I shall not, of course, lie.”",JR
2227,"here! All right there, Harry?”",JR
5153,"Ronan pawed the ground nervously. “I’m sure Firenze thought he was acting for the best,” he",JR
5980,A shriek escapes my lips and I’m having trouble holding the arrow in place. I have been,SC
2316,“And what did you say?” prompts Caesar gently.,SC
235,somehow broke—and that’s why he’s gone.”,JR
4587,"“There are a few things we wanted to ask you, as a matter of fact,” said Harry, “about what’s",JR
1985,trade. Not food. I wanted knowledge. I wanted to set my own snares that caught a belt of fat,SC
4170,"“Course not. Staying right here,” I say. I move in closer to her, pulling her head onto my lap. I",SC
2869,"face fell, because the Remembrall had suddenly glowed scarlet, “…you’ve forgotten",JR
5530,"Harry handed the flute over. In the few seconds’ silence, the dog growled and twitched, but",JR
4311,And what about Foxface? Did she hang around to watch me blow up the supplies? No. When I,SC
2073,"Having watched the tribute interviews all my life, I know there’s truth to what he’s saying. If",SC
